4
0	432
0	571
0	671
0	737
0	818
0	950
0	965
1	19
1	156
1	362
1	396
1	429
1	877
2	162
2	329
2	387
2	524
2	584
2	622
2	676
3	109
3	151
3	428
3	443
3	605
3	790
3	926
4	30
4	144
4	214
4	281
4	318
4	399
4	668
5	25
5	51
5	102
5	293
5	420
5	473
5	823
5	898
5	911
6	522
6	530
6	650
6	767
6	981
7	177
7	263
7	320
7	325
7	482
7	593
7	709
7	913
8	87
8	328
8	864
8	934
8	957
8	966
9	40
9	145
9	175
9	204
9	341
9	478
9	660
9	689
10	71
10	367
10	525
10	642
10	746
11	170
11	211
11	260
11	514
11	562
11	577
11	757
11	805
11	958
12	39
12	223
12	311
12	443
12	468
12	576
12	647
12	970
13	138
13	229
13	284
13	309
13	513
13	805
13	842
14	217
14	264
14	481
14	485
14	569
14	587
14	636
14	637
14	695
14	795
14	831
14	950
14	991
14	993
15	221
15	355
15	407
15	450
15	530
15	575
15	795
15	840
15	946
16	284
16	420
16	496
16	506
16	655
16	863
16	963
16	996
17	58
17	128
17	132
17	284
17	405
17	578
17	582
17	636
17	694
17	747
18	89
18	332
18	392
18	483
18	617
18	836
19	1
19	120
19	260
19	389
19	402
19	671
19	819
19	845
20	276
20	277
20	533
20	606
20	607
20	627
20	645
20	922
21	22
21	83
21	229
21	314
21	510
21	592
21	693
21	816
22	21
22	69
22	500
22	581
22	637
22	702
22	732
22	958
23	88
23	99
23	632
23	804
23	859
23	873
24	47
24	161
24	360
24	389
24	398
24	495
24	513
24	553
24	616
24	633
24	715
24	847
24	890
24	905
25	5
25	101
25	131
25	138
25	569
25	588
25	604
25	717
25	749
25	884
25	969
26	145
26	195
26	437
26	459
26	491
26	817
26	821
26	834
26	844
26	875
27	69
27	162
27	193
27	278
27	471
27	478
27	494
27	538
27	609
27	696
27	746
27	772
28	77
28	250
28	358
28	378
28	713
28	808
28	867
28	974
29	40
29	114
29	131
29	201
29	204
29	218
29	264
29	327
29	333
29	660
30	4
30	131
30	140
30	155
30	187
30	190
30	195
30	616
30	738
31	262
31	282
31	411
31	523
31	639
31	732
31	797
31	909
31	971
32	110
32	291
32	335
32	348
32	537
32	610
32	657
32	977
33	74
33	177
33	236
33	326
33	540
33	657
33	722
33	795
33	809
33	999
34	117
34	181
34	434
34	470
34	531
34	540
34	548
34	607
34	646
34	767
35	43
35	92
35	252
35	456
35	481
35	675
35	805
35	891
35	935
36	94
36	111
36	232
36	257
36	334
36	740
36	746
36	772
36	821
36	976
37	149
37	407
37	659
37	813
37	881
38	60
38	119
38	335
38	565
38	690
38	697
39	12
39	300
39	347
39	455
39	661
39	707
39	806
